company,label,n,min_tapeyear,max_tapeyear,words
"APPLEBEE'S INTERNATIONAL, INC.",,1,2013,2013,3
APPLEBEE'S INTL INC,,1,1997,1997,3
APPLESEED MUSIC INC,,1,1991,1991,3
"APPLEWOOD CONTROLS, INC.",,1,2010,2010,3
APPLICATION AUTOMATION LLC,,1,2017,2017,3
"APPLICATION CONSULTANTS, INC.",,1,2004,2004,3
APPLICATIONS DEV INC,,1,1991,1991,3
APPLICATIONSON LINE LLC,,1,2011,2011,3
APPLIED CONCEPTS 3,,1,1989,1989,3
APPLIED CONCEPTS INC,,1,1998,1998,3
APPLIED DIGITAL DATA,,1,1988,1988,3
"APPLIED DIGITAL, INC",,1,2005,2005,3
APPLIED MATERIALS IN,,1,2000,2000,3
"APPLIED PROFESSIONAL TRAINING,",,1,2012,2012,3
APPLIED SOFTWARE TEC,,1,1992,1992,3
APPLIED SYSTEMS INC,,1,2005,2005,3
APPLIED SYSTEMS TECH,,1,1998,1998,3
"APPLIED SYSTEMS, INC.",,1,2009,2009,3
APPZERO SOFTWARE CORP.,,1,2012,2012,3
APR PRODUCTS INC,,1,1991,1991,3
"APRIL MUSIC, INC.",,1,1989,1989,3
"APRIL MUSIC. INC.,",,1,1988,1988,3
APS INERNATIONAL LTD,,1,1995,1995,3
AQUA BAY CONCEPTS,,1,1992,1992,3
"AQUAMEN ENTERTAINMENT, LLC",,1,2018,2018,3
AQUILA INVESTMENT GROUP,,1,2017,2017,3
"AQUINO, ET AL",,1,2015,2015,3
"ARABOV, ET AL",,1,2004,2004,3
ARAM BASSENIAN AIA,,1,1991,1991,3
"ARBIT, ET AL",,1,1994,1994,3
ARBITRON RATING CO,,1,1989,1989,3
ARBITRON RATINGS CO,,1,1988,1988,3
ARBOR AMERICAN CORP,,1,1997,1997,3
ARC HOLDING LTD,,1,1998,1998,3
ARC MUSIC CORP,,1,1995,1995,3
ARCADE MUSIC GROUP,,1,1999,1999,3
ARCADIA PUBLISHING INC,,1,2007,2007,3
"ARCANUM ARCHITECTURE, LLC",,1,2010,2010,3
"ARCANUM INVESTIGATIONS, INC.",,1,2015,2015,3
"ARCH ASSOCIATES, INC",,1,1994,1994,3
"ARCHAMBAULT, ET AL",,1,1994,1994,3
"ARCHER, ET AL",,1,2003,2003,3
ARCHETYPE DESIGN GRP,,1,2001,2001,3
ARCHIE COMIC PUBL.,,1,2003,2003,3
ARCHIE COMIC PUBLIC,,1,1990,1990,3
"ARCHIE COMIC, INC.",,1,2003,2003,3
"ARCHIE MD, INC.",,1,2018,2018,3
ARCHITECTS NORTHWEST INC,,1,2007,2007,3
"ARCHITECTURE COLLABORATIVE, IN",,1,2006,2006,3
"ARCHROCK SERVICES, LP",,1,2019,2019,3
ARCHVS MILTON GREENE,,1,2002,2002,3
ARCTIC CAT INC.,,1,2011,2011,3
"ARENA, ET AL",,1,2013,2013,3
"ARETE 3, LTD.",,1,2006,2006,3
"ARETZ, ET AL",,1,2014,2014,3
ARGENT MORTGAGE COMPANY,,1,2008,2008,3
ARGUMENTY I FAKTY,,1,2009,2009,3
ARGUS MEDIA LTD.,,1,2011,2011,3
ARIA MUSIC COMPANY,,1,1993,1993,3
ARIEL (UK) LIMITED,,1,2007,2007,3
ARIOSE MUSIC INC,,1,1994,1994,3
ARISTA RECORDS L.L.C.,,1,2005,2005,3
"ARISTA RECORDS, INC",,1,2005,2005,3
"ARISTA RECORDS, INC.,",,1,2005,2005,3
"ARISTA RECORDS, L.L.C.",,1,2006,2006,3
"ARISTA RECORDS, LLC.",,1,2006,2006,3
"ARK PROMOTIONS, INC.",,1,2013,2013,3
ARKANSAS REALTORS ASSOCIATION,,1,2006,2006,3
ARKO MUSIC CORPORATION,,1,1989,1989,3
"ARLINGTON HOMES, LLC",,1,2005,2005,3
ARLINGTON PRODUCTIONS LIMITED,,1,2008,2008,3
"ARMA, ET AL",,1,2009,2009,3
"ARMAJANI, ET AL",,1,2004,2004,3
"ARMFIELD, ET AL",,1,2004,2004,3
"ARMSTEAD, PATRICIA ROSBY",,1,2000,2000,3
ARMSTRONG INTNL INC,,1,2002,2002,3
ARNART IMPORT INC,,1,1990,1990,3
"ARNETT, ET AL",,1,2012,2012,3
"ARNOLD, ET AL",,1,2099,2099,3
AROA MARKETING INC,,1,2005,2005,3
AROL ANDERSON INC,,1,1988,1988,3
ARPA MUSIC INC,,1,2002,2002,3
"ARRIS SYSTEMS, INC.",,1,2007,2007,3
"ARRISON, ET AL",,1,2000,2000,3
ARRISTA RECORDS LLC,,1,2006,2006,3
ARROW INDUSTRIES INC,,1,2008,2008,3
ARROW PRODUCTIONS LTD,,1,2006,2006,3
"ARROW PRODUCTIONS, LTD.",,1,2014,2014,3
ARROW PUBLISHING CO,,1,1988,1988,3
ARROW TRADING CO,,1,1988,1988,3
"ARSHAKYAN, ET AL",,1,2020,2020,3
"ART ETC., LLC",,1,2013,2013,3
ART LICENSING PARTNERS,,1,1996,1996,3
"ART LICENSING PROPERTIES,LLC",,1,2004,2004,3
ART REMEDY LLC,,1,2017,2017,3
ART STUDIO SLABBINCK,,1,1998,1998,3
"ARTCO GROUP, INC.",,1,2008,2008,3
ARTCRAFT & FOREMOST,,1,1996,1996,3
ARTHUR COTTON MOORE/,,1,1996,1996,3
"ARTHUR KAPLAN CO.,",,1,1999,1999,3
ARTHUR R. BORDEN,,1,1990,1990,3
"ARTHUR RUTENBERG, CORP.",,1,1988,1988,3
ARTIFEX SOFTWARE INC.,,1,2009,2009,3
"ARTISAN JEWELERS, INC.",,1,2016,2016,3
ARTISAN SOFTWARE INC,,1,2004,2004,3
ARTISANAL PUBLISHING LLC,,1,2099,2099,3
ARTIST MUSIC INC,,1,1989,1989,3
ARTISTA RECORDS LLC,,1,2005,2005,3
ARTISTIC GIFTS INC,,1,1992,1992,3
"ARTISTIC TILE, INC.",,1,2015,2015,3
ARTISTRY IN HOMEBLDG,,1,1992,1992,3
ARTISTS MUSIC INC,,1,1988,1988,3
"ARTISTS WORLDWIDE, INC.",,1,2019,2019,3
"ARTLAND TRADING, INC.",,1,2005,2005,3
ARTMARK CHICAGO LTD,,1,1988,1988,3
ARTS & ENTERTAINMENT,,1,1995,1995,3
ARTS AND ENTERTAIN,,1,1995,1995,3
ARXPO INTERNATIONAL INC.,,1,2006,2006,3
"ARXPO INTERNATIONAL, INC.",,1,2003,2003,3
"ASCEND MEDIA, LLC",,1,2007,2007,3
"ASCENDANCY5, ET AL",,1,2018,2018,3
ASCENDING FILMS INC,,1,1997,1997,3
ASCHER STUDIO INC,,1,1990,1990,3
"ASCHER STUDIO, INC.",,1,2005,2005,3
"ASE TECHNOLOGIES, INC.",,1,2011,2011,3
ASHLAND MANAGE INCO,,1,1990,1990,3
ASHTN-TATE CORP ETL,,1,1990,1990,3
ASHTON INTER CORP,,1,1990,1990,3
ASHTON WOODS ARIZONA,,1,2006,2006,3
ASIA ENT INC,,1,1996,1996,3
ASIA ENTERTAINMENT I,,1,1996,1996,3
ASIAN AMER NETWORKS,,1,2002,2002,3
ASIAVIEW ENTERTAINMENT INC,,1,2006,2006,3
"ASIS INTERNATIONAL, INC.",,1,2015,2015,3
ASPECT COMMUNICATIONS CORPORAT,,1,2002,2002,3
ASPEN IMAGING INTL,,1,1995,1995,3
ASPEN STOCK PHOTO,,1,1989,1989,3
ASPETUCK SYSTEMS INC.,,1,1992,1992,3
"ASQUINI, ET AL",,1,1992,1992,3
ASSET SOLUTIONS INC,,1,2004,2004,3
ASSK PUBLISHING CO,,1,1988,1988,3
ASSN AMERICAN MEDICA,,1,1998,1998,3
ASSO OF ALUMNI,,1,1988,1988,3
ASSOC DATA INC,,1,1989,1989,3
ASSOC MILLS INC,,1,1988,1988,3
ASSOC PROD MUSIC,,1,1999,1999,3
"ASSOCIATED CONTENT, INC.",,1,2010,2010,3
"ASSOCIATED DESIGNERS, LTD.",,1,1991,1991,3
ASSOCIATED GENERAL CONTRACTORS,,1,2020,2020,3
"ASSOCIATED RESIDENTIAL DESIGN,",,1,2003,2003,3
ASSOCIATION MGMT INC,,1,2002,2002,3
ASSOCIATION MGT INC,,1,2001,2001,3
AST SPORTS SCIENCE,,1,2001,2001,3
ASTEROID PTY. LTD,,1,2012,2012,3
"ASTRA MANUFACTURING, INC.",,1,2010,2010,3
ASTRIA S A,,1,2002,2002,3
"ASTROLITE ENTERTAINMENT, LLC",,1,2009,2009,3
AT LAST SPORTSWEAR,,1,1996,1996,3
ATARI GAMES CO,,1,1992,1992,3
ATARI GAMES CORP,,1,1997,1997,3
ATARI GAMES CORP.,,1,1988,1988,3
ATARI INTERACTIVE INC,,1,2012,2012,3
"ATENCION ATENCION, INC.",,1,2016,2016,3
"ATI INDUSTRIES, INC",,1,2010,2010,3
"ATKINSON, ET AL",,1,2012,2012,3
ATLA RECO CORP,,1,1993,1993,3
ATLAN RECO CORP,,1,1993,1993,3
ATLANDIA TRADING CO,,1,2001,2001,3
"ATLANTA PHOTOGRAPHY, LLC",,1,2014,2014,3
ATLANTA RECORDING CORPORATION,,1,2007,2007,3
"ATLANTIC HEALTHCARE PRODUCTS,",,1,2013,2013,3
ATLANTIC RECODING CORPORATION,,1,2005,2005,3
ATLANTIC RELEASING CORP,,1,1988,1988,3
ATLANTIS INFORMATION TECHNOLOG,,1,2012,2012,3
"ATLANTIS SERVICES, INC.",,1,2019,2019,3
ATLAS BISCUIT CO,,1,1996,1996,3
"ATOMIZING SYSTEMS, INC.",,1,2010,2010,3
"ATTEST SYSTEMS, INC.",,1,2000,2000,3
ATWELL HICKS INC,,1,2004,2004,3
"AUCTION WORLD, INC.",,1,1999,1999,3
"AUDA, ET AL",,1,2017,2017,3
AUDIBLE MAGIC CORPORATION,,1,2016,2016,3
AUDIO STREAM INC,,1,2004,2004,3
"AUDUBON FILMS, INC.",,1,2005,2005,3
AUGUST IMAGE LLC.,,1,2099,2099,3
"AURON, ET AL",,1,1998,1998,3
"AURORA MULTIMEDIA, CORP.",,1,2014,2014,3
"AURORA WORLD, INC.",,1,2012,2012,3
AUS-BEN INDUS INC,,1,2000,2000,3
AUSTIN PRODUCTION INC,,1,1990,1990,3
"AUSTIN PRODUCTION, INC.",,1,2003,2003,3
AUSTIN PRODUCTIONS INC,,1,1989,1989,3
"AUSTIN PRODUCTIONS, INC",,1,1989,1989,3
AUSTRALIAN BODYCARE ENTERPRISE,,1,1995,1995,3
"AUSTRALIAN GOLD, INC.",,1,2006,2006,3
AUTO BODY EXPRESS,,1,1995,1995,3
AUTO-TRAC COMPUTER SYSTEMS,,1,1988,1988,3
AUTODESK CANADA CO.,,1,2011,2011,3
"AUTODESK, INC., A",,1,1989,1989,3
"AUTOMATA PRODUCTION, INC.",,1,2016,2016,3
AUTOMATED DETAILING INC,,1,1995,1995,3
AUTOMATED EQUIPMENT TECHNOLOGY,,1,1991,1991,3
AUTOMATED LOGIC CORP,,1,1992,1992,3
AUTOMATED LOGIC CORP.,,1,1989,1989,3
AUTOMATED OIL PROD.,,1,1990,1990,3
AUTOMATED SOLUTIONS CORPORATIO,,1,2013,2013,3
AUTOMATED TRACK SYS,,1,1998,1998,3
AUTOMATED VIDEO SYSTEMS,,1,2009,2009,3
AUTOMAX SALES TRAIN,,1,2003,2003,3
"AUTOMOBILIA II, LLC",,1,2099,2099,3
AUTOMOTIVE INTELLIGENT MARKETI,,1,2007,2007,3
AUTOMOTIVE INVST GRP,,1,2001,2001,3
"AUTOOPT NETWORKS, INC.",,1,2019,2019,3
"AUTOSTAR SYSTEMS, INC.",,1,2011,2011,3
"AUTOTOTE CBS, INC",,1,1998,1998,3
"AUTOTOTE SYSTEMS, INC.",,1,2002,2002,3
AUTO_TRAC COMPUTER SYSTEMS,,1,1989,1989,3
AVANT GARDE INC,,1,1989,1989,3
AVANT-GARDE MARKETING SOLUTION,,1,2011,2011,3
"AVANTI FASHION, INC.",,1,2004,2004,3
"AVANTI PRESS, INCORPORATED",,1,2015,2015,3
AVATAR RECORDS INC,,1,2006,2006,3
AVATAR TECHN INC,,1,1990,1990,3
AVENTO TECHNOLOGIES LLC,,1,2020,2020,3
"AVERY OUTDOORS, INC.",,1,2008,2008,3
AVIATION ART MUSEUM,,1,1995,1995,3
"AVIATION SOFTWARE, INC.",,1,2010,2010,3
AVICENNA DEVELOPMENT CORPORATI,,1,2012,2012,3
"AVID TECHNOLOGY, INC",,1,2016,2016,3
"AVRAHAM, ET AL",,1,2021,2021,3
"AVTEC SYSTEMS, INC.",,1,1993,1993,3
"AWA ARCHITECTS, INC.",,1,2008,2008,3
"AXON SOLUTIONS, INC.",,1,2011,2011,3
"AXXIOM MANUFACTURING, INC.",,1,2012,2012,3
"AYALA, ET AL",,1,2001,2001,3
"AYMES, ET AL",,1,1994,1994,3
AZ ASSOC REALTORS,,1,1996,1996,3
AZA PRODUCTIONS INC,,1,2013,2013,3
"AZARIA, ET AL",,1,2014,2014,3
"AZTEC IMPORTS, INC.",,1,1999,1999,3
AZTEC STEEL BUILDING,,1,2000,2000,3
AZURE NETWORKS LLC,,1,2016,2016,3
B VIA INTL,,1,1999,1999,3
"B&P LITTLEFORD, LLC",,1,2099,2099,3
"B&T INSPECTIONS, INC.",,1,2008,2008,3
B. DESIGN CORP.,,1,2002,2002,3
B. O'CULT SONGS,,1,1988,1988,3
B.F.R.A. INVESTMENT LLC,,1,2016,2016,3
"B.O.L.D. HOMES, INC.",,1,1997,1997,3
"B.R. GUEST, LLC",,1,2014,2014,3
"BABES, ET AL",,1,1991,1991,3
"BABY BUDDIES, INC.",,1,2010,2010,3
BABY EINSTEIN CO,,1,2001,2001,3
BABY EINSTEIN CO.,,1,2001,2001,3
BABY THADDEUS SHOW,,1,2002,2002,3
BABY TOGS INC.,,1,1995,1995,3
"BACH ASSOCIATES, P.C.",,1,2008,2008,3
"BACHOURA, ET AL",,1,2010,2010,3
"BACIK, ET AL",,1,2020,2020,3
"BACTERIN INTERNATIONAL, INC.",,1,2011,2011,3
BADCO MUSIC ETAL,,1,1993,1993,3
"BADCO MUSIC INC.,ETAL",,1,1990,1990,3
BADEN BADEN INC.,,1,2015,2015,3
BADER MEDIA GROUP,,1,2017,2017,3
"BADHOUSE STUDIOS, LLC",,1,2018,2018,3
BAE SYSTEMS AIRCRAFT,,1,2005,2005,3
"BAGDASARIAN PRODUCTIONS, LLC",,1,2012,2012,3
BAGUETTE SOURCE INC,,1,1997,1997,3
"BAILEY, LINDA B",,1,1990,1990,3
"BAIN, ET AL",,1,2020,2020,3
"BAIUL, ET AL",,1,2016,2016,3
"BAK, ET AL",,1,2002,2002,3
BAKEHOUSE FOODS INC,,1,2003,2003,3
BAKER & HOSTETLER,,1,1990,1990,3
BAKER HUGHES OILFIEL,,1,1996,1996,3
"BAKER, ABBS, CUNNINGHAM",,1,1989,1989,3
BALAGAN ENTERPRISES LLC,,1,2013,2013,3
BALBOA THREADWORKS INC,,1,2007,2007,3
BALDWIN GROUP INC,,1,2001,2001,3
"BALDWIN GROUP, INC.",,1,2002,2002,3
"BALES, ET AL",,1,2019,2019,3
"BALIAN, ET AL",,1,1994,1994,3
"BALLOON EXCELSIOR, INC.",,1,2013,2013,3
BALLY MIDWAY CO,,1,1988,1988,3
"BALMER, ET AL",,1,1999,1999,3
"BALMERT, ET AL",,1,2099,2099,3
BALSAMO OLSON GRP,,1,2001,2001,3
"BALSAMO, ET AL",,1,2013,2013,3
"BALSLEY, ET AL",,1,2010,2010,3
"BAMA RAGS, INC.",,1,1998,1998,3
BANCTRANINIG VIDED SYS,,1,1990,1990,3
BANDAI AMERICA INCORPORATED,,1,2007,2007,3
BANK OF UTAH,,1,2015,2015,3
BANK-MILLER CO. INC.,,1,1997,1997,3
BANKERS SYS INC,,1,1991,1991,3
"BANKS, ET AL",,1,2012,2012,3
"BANKS, ROGER L.",,1,1990,1990,3
"BANTLEY, ET AL",,1,2003,2003,3
"BARABAN, ET AL",,1,2000,2000,3
BARBARA BROWN PHOTP,,1,1991,1991,3
"BARBOUR, ET AL",,1,2002,2002,3
"BARBOZA, ET AL",,1,2009,2009,3
"BARCODE STUDIOS, INC.",,1,2014,2014,3
"BARE ESCENTUALS, INC.",,1,2003,2003,3
"BAREFOOT TESS, LLC",,1,2010,2010,3
"BARLOW, ET AL",,1,2012,2012,3
BARMS CO ETAL,,1,1991,1991,3
BARNABY MUSIC CORP,,1,1989,1989,3
BARNEGAT MUSIC CORP.,,1,2005,2005,3
"BARNES, ET AL",,1,2001,2001,3
"BARNETT, ET AL",,1,1997,1997,3
"BARNETT, H WILSON",,1,1998,1998,3
BARNEY AND FRED,,1,2004,2004,3
BARNHILL ASSOC INC,,1,1999,1999,3
"BARNSTONE STUDIOS, LLC",,1,2015,2015,3
BARONE DESIGN GROUP,,1,2001,2001,3
"BARONIUS PRESS, LTD.",,1,2019,2019,3
"BARRE, ET AL",,1,2018,2018,3
"BARRERA, ET AL",,1,2004,2004,3
"BARRETO, ET AL",,1,2006,2006,3
"BARRETT, ET AL",,1,2000,2000,3
BARRINGTON COLOR OFFSET,,1,1988,1988,3
BARRIS FRASER ENTERPRISES,,1,1988,1988,3
BARRY KIESELSTEIN E.,,1,1999,1999,3
BARRY R DEVORZON,,1,1996,1996,3
BARRY WHITE MUSIC,,1,2003,2003,3
BARSE & COMPANY,,1,2006,2006,3
"BARTELL, ET AL",,1,1998,1998,3
BARTH & DREYFUSS,,1,1992,1992,3
"BARTIZAN CONNECTS, LLC",,1,2009,2009,3
"BARTON PARTNERS, INC.",,1,2012,2012,3
"BARUCH21 INVESTMENTS, LLC",,1,2017,2017,3
"BASCLE, PHILIP C.",,1,1989,1989,3
BASELINE SOFTWARE INC,,1,1993,1993,3
"BASEOPS INTERNATIONAL, INC.",,1,2010,2010,3
"BASF CORPORATION, AGRICULTURAL",,1,2007,2007,3
"BASHA SCARVES, INC.",,1,1993,1993,3
BASIC BOOKS INC,,1,1992,1992,3
BASIC OUTLOOK CO.,,1,1993,1993,3
BASIC OUTLOOK INC.,,1,1993,1993,3
BASICALLY GASP MUSIC,,1,1989,1989,3
"BASILE, ET AL",,1,2020,2020,3
BASIS INTNL LTD,,1,1994,1994,3
"BASSIL, ET AL",,1,2099,2099,3
"BASTIN, ET AL",,1,1997,1997,3
"BATES, ET AL",,1,2017,2017,3
"BATH SAVER, INC.",,1,2004,2004,3
BATH UNLIMITED INC,,1,2004,2004,3
"BATRA, ET AL",,1,2019,2019,3
BAVARIA FICTION GMBH,,1,2019,2019,3
"BAVENDAM, ET AL",,1,2015,2015,3
"BAXTER, ET AL",,1,2014,2014,3
BAY AREA INVESTMENT,,1,1995,1995,3
"BAY ISLAND, INC",,1,2008,2008,3
BAYBERRY CONSTR INC,,1,1995,1995,3
BAYBERRY HANDPRINTS INC,,1,1989,1989,3
BAYLISS MEDIA GROUP,,1,2016,2016,3
"BAYOU PICTURES, LLC",,1,2014,2014,3
"BAYSTATE CONSULTING, LLC",,1,2018,2018,3
BBC WORLDWIDE AMER,,1,1996,1996,3
"BCI ACRYLIC, INC.",,1,2017,2017,3
BD COMICS INC,,1,1991,1991,3
BD OF TRUSTEES,,1,1988,1988,3
BDC MUSINC INC,,1,1990,1990,3
BDC NMUSIC INC,,1,1989,1989,3
BDCF MUSIC INC,,1,1988,1988,3
BDEC MUSIC INC,,1,1989,1989,3
BDS STEEL DETAILERS,,1,2004,2004,3
"BE IN, INC.",,1,2014,2014,3
"BEA SYSTEMS, INC.",,1,2005,2005,3
"BEA, ET AL",,1,2000,2000,3
BEACH COLLECTION INC,,1,2004,2004,3
"BEARD, ET AL",,1,1997,1997,3
"BEARDALL, ET AL",,1,1995,1995,3
"BEARDMORE, ET AL",,1,2016,2016,3
BEARDOG PUBLISHING COMPANY,,1,2017,2017,3
BEARLY PEOPLE INC,,1,1988,1988,3
BEAULIEU INTERNATIONAL GROUP,,1,2014,2014,3
"BEAUREGARD, ET AL",,1,2021,2021,3
BEAVER BUILDERS INC,,1,1992,1992,3
"BECKER DESIGNS, INC.",,1,2007,2007,3
"BECKER, ET AL",,1,1992,1992,3
"BECKWITH BUILDERS, INC.",,1,2007,2007,3
BEDROCK BUILDERS INCORPORATED,,1,2012,2012,3
"BEE POSH, LLC",,1,2011,2011,3
BEECHWOOD MUSIC CORP,,1,1988,1988,3
BEELER GUEST OWENS,,1,1998,1998,3
"BEEZWAX DATATOOLS, INC.",,1,2014,2014,3
"BEGLEY, PHILLIP A",,1,2000,2000,3
BEHAVIORAL SCIENCE TECHNOLOGY,,1,2008,2008,3
BEHAVIOUR INTERACTIVE INC,,1,2020,2020,3
"BEHOLDER PRODUCTIONS, INC.",,1,2009,2009,3
"BEHR, ET AL",,1,1999,1999,3
"BEISTLE COMPANY, THE",,1,1997,1997,3
"BEIZER, ET AL",,1,1997,1997,3
"BELBEL, ET AL",,1,2004,2004,3
BELCREST INTERNATIONAL INC,,1,2007,2007,3
BELDOCH IND. CORP.,,1,1996,1996,3
"BELIER PRESS, INC.",,1,1999,1999,3
"BELL, ET AL",,1,2016,2016,3
BELLA GODIVA MUSIC,,1,1997,1997,3
"BELLA VITA, INC.",,1,2015,2015,3
BELLAMY BROS MUSIC,,1,1988,1988,3
"BELLIPANNI, ET AL",,1,2004,2004,3
"BELMORE, ET AL",,1,1995,1995,3
"BELNIAK, ET AL",,1,2004,2004,3
BELWITH INTL LTD,,1,1996,1996,3
"BELZ, ET AL",,1,2020,2020,3
"BENAY, ET AL",,1,2012,2012,3
BENCHMARK ELECTRONICS INC.,,1,2011,2011,3
"BENCHMARK SERVICES, INC.",,1,2010,2010,3
"BENCICH, ET AL",,1,2000,2000,3
BENDIGO INTL INC,,1,1995,1995,3
"BENEFIT ELECT, INC",,1,1989,1989,3
"BENITES, ET AL",,1,2016,2016,3
BENNETT HEISER HOMES,,1,1995,1995,3
"BENNIEN, ROLLIN G.",,1,1992,1992,3
"BENNIEN, ROLLIN GEORGE",,1,1989,1989,3
"BENOIT, ET AL",,1,2013,2013,3
BENSON FENCE COMPANY,,1,2000,2000,3
BENSON MUSIC GROUP,,1,1994,1994,3
"BENSON, ET AL",,1,2001,2001,3
BENTLEY SYSTEMS INC.,,1,1999,1999,3
BEOM SU LEE,,1,2003,2003,3
BEP CONSULTING INC,,1,2000,2000,3
BERKELEY SYSTEMS INC.,,1,1994,1994,3
"BERKLA, ET AL",,1,2000,2000,3
BERLAINE ENTERPRISES LLC,,1,2007,2007,3
BERLIN MEDIAART E.K.,,1,2012,2012,3
BERNARD DEUTSCH ASSO,,1,2005,2005,3
BERNARD HALDANE ASSO,,1,1999,1999,3
BERNARD P. LONGO,,1,2000,2000,3
"BERNARD, ET AL",,1,1996,1996,3
"BERNARDS OTHER MUSIC,",,1,1991,1991,3
"BERNIER, ET AL",,1,2099,2099,3
BERRIE & CO,,1,1989,1989,3
"BERRY, CHARLES E.",,1,1991,1991,3
BERTAM MUSIC CO,,1,1988,1988,3
BERTAM MUSIC COMPANY,,1,2007,2007,3
BERTHOLD DIRECT CORP,,1,2016,2016,3
"BERTRAND, ET AL",,1,2015,2015,3
"BERTUCCELLI, ET AL",,1,2099,2099,3
BESA LIGHTING INC,,1,2002,2002,3
BESA LIGHTING INC.,,1,2003,2003,3
BEST BARRICADE CORP,,1,1991,1991,3
BEST BUYS DIRECT,,1,2000,2000,3
BEST GLASS INCORPORATED,,1,2013,2013,3
BEST OF PUBLICATIONS,,1,2002,2002,3
BETA DESIGN GROUP,,1,1997,1997,3
BETH P. WILSON,,1,1990,1990,3
"BETHEL, ET AL",,1,2099,2099,3
"BETTA PRODUCTS, INC",,1,2005,2005,3
BETTER HOME PLASTICS,,1,1995,1995,3
BETTER OFFICE SYSTEMS,,1,1993,1993,3
BETTER WAY LEARNING,,1,2000,2000,3
BETTY OWEN SECRETARIAL,,1,1989,1989,3
"BEVERLY-MIKE CO., INC.",,1,1998,1998,3
BEYOND CUSHIONS CORPORATION,,1,2020,2020,3
BEYOND ELECTRONICS INC.,,1,2010,2010,3
"BEYOND TRADING, INC.",,1,2019,2019,3
BFM HOME DESIGNERS,,1,1996,1996,3
BHAKTIVEDANTA BOOK TRUST,,1,1999,1999,3
BHS INC THE,,1,1999,1999,3
BHT HOLDINGS LTD,,1,1988,1988,3
BIANCO HOPKINS &,,1,1993,1993,3
"BIASETTO, ET AL",,1,1996,1996,3
"BIBBERO SYSTEMS, INC.",,1,1988,1988,3
"BICKNELL, ET AL",,1,2001,2001,3
BIELINSKI HOMES INC,,1,2008,2008,3
BIG DADDY GAMES,,1,2012,2012,3
BIG DADDY'S BBQ,,1,2001,2001,3
BIG ELK MUSIC,,1,1992,1992,3
"BIG FIGHTS, INC.",,1,1997,1997,3
BIG MUSIC INC,,1,1989,1989,3
BIG SKY CARVERS,,1,2006,2006,3
BIG THREE ENTERPRISE,,1,1994,1994,3
BIG TIGER MUSIC,,1,2001,2001,3
BIG TREE ENT,,1,1988,1988,3
"BIGG, ET AL",,1,1999,1999,3
"BIKER DESIGN, INC.",,1,2010,2010,3
BILL VAN DAALEN,,1,2002,2002,3
"BILLBOARD BOATS, INC.",,1,2009,2009,3
"BILLCO INTERNATIONAL, INC.",,1,2011,2011,3
BILLY BEE HONEY,,1,2004,2004,3
"BILLY STEINBERG MUSIC,",,1,1990,1990,3
BINDER ENT INC,,1,1994,1994,3
"BINGHAM, J. REID",,1,1991,1991,3
"BIO-MEDICAL SERVICES, INC.",,1,2013,2013,3
BIO-RAY INTL INC,,1,1997,1997,3
BIRCHWOOD FABICS INC,,1,1990,1990,3
"BIRD BRAIN, INC.",,1,2005,2005,3
BIRD DESIGN INC,,1,2001,2001,3
BIRD PRODUCTS CORP,,1,2001,2001,3
BISSETT NURSERY CORP,,1,1999,1999,3
"BITTINGER, ET AL",,1,2002,2002,3
BIXIO MUSIC GROUP,,1,1998,1998,3
BJ GOETZ LLC,,1,2002,2002,3
"BKGTH PRODUCTS, LLC",,1,2014,2014,3
BL CO INC,,1,2008,2008,3
BLACK EDUCATION NETWORK,,1,2011,2011,3
"BLACK FIVES, INC.",,1,2011,2011,3
"BLACK ICE, LTD.",,1,2012,2012,3
"BLACK'S GUIDE, INC.",,1,1991,1991,3
"BLACKROCK ENGINEERS, INC.",,1,2019,2019,3
BLACKSMITH MUSIC CORP.,,1,2007,2007,3
BLACKSTONE INTERNATIONAL LTD,,1,2099,2099,3
BLACKWELL PUBLISHING INC,,1,2007,2007,3
"BLACKWELL PUBLISHING, INCORPOR",,1,2010,2010,3
"BLAGMAN, ET AL",,1,2014,2014,3
"BLAINE, ET AL",,1,2003,2003,3
BLAIR CEDAR &,,1,1999,1999,3
BLAKE E HAYWARD,,1,1997,1997,3
BLANCHE FINE JEWELRY,,1,1996,1996,3
"BLANCO AMERICA, INC.",,1,2014,2014,3
"BLANCO, ET AL",,1,1997,1997,3
"BLANKIE TAILS, INC.",,1,2017,2017,3
"BLAREMY PRODUCTIONS, LLC",,1,2020,2020,3
BLINK TECH CORP,,1,2003,2003,3
"BLISS COLLECTION, LLC",,1,2006,2006,3
BLL MEDIA INC.,,1,2019,2019,3
"BLOC DEVELOPMENT CORP,",,1,1992,1992,3
BLOCK STATE TESTING,,1,1998,1998,3
"BLOCK, ET AL",,1,2009,2009,3
"BLOMBERG, ET AL",,1,2014,2014,3
"BLOODROSE ENTERPRISES, INC.",,1,2008,2008,3
"BLOUNT, ET AL",,1,2002,2002,3
BLOWHARD HEAVY IND,,1,1997,1997,3
BLOWHARD INDUS INC,,1,1998,1998,3
"BLOWTORCH STUDIOS, I",,1,2001,2001,3
BLUE BOOK PUBLISHERS,,1,1993,1993,3
BLUE COMP COP,,1,1992,1992,3
BLUE COMPASS CORP,,1,1993,1993,3
BLUE FISH CLOTHING,,1,1992,1992,3
